"#","Embroidermodder 2 CSV Embroidery File"
"#","http://embroidermodder.github.io"

"#","General Notes:"
"#","This file can be read by Excel or LibreOffice as CSV (Comma Separated Value) or with a text editor."
"#","Lines beginning with # are comments."
"#","Lines beginning with > are variables: [VAR_NAME], [VAR_VALUE]"
"#","Lines beginning with $ are threads: [THREAD_NUMBER], [RED], [GREEN], [BLUE], [DESCRIPTION], [CATALOG_NUMBER]"
"#","Lines beginning with * are stitch entries: [STITCH_TYPE], [X], [Y]"

"#","Stitch Entry Notes:"
"#","STITCH instructs the machine to move to the position [X][Y] and then make a stitch."
"#","JUMP instructs the machine to move to the position [X][Y] without making a stitch."
"#","TRIM instructs the machine to cut the thread before moving to the position [X][Y] without making a stitch."
"#","COLOR instructs the machine to stop temporarily so that the user can change to a different color thread before resuming."
"#","END instructs the machine that the design is completed and there are no further instructions."
"#","UNKNOWN encompasses instructions that may not be supported currently."
"#","[X] and [Y] are absolute coordinates in millimeters (mm)."

"#","[VAR_NAME]","[VAR_VALUE]"
">","STITCH_COUNT:","2775"
">","THREAD_COUNT:","18"
">","EXTENTS_LEFT:","0.000000"
">","EXTENTS_TOP:","-78.990395"
">","EXTENTS_RIGHT:","78.303735"
">","EXTENTS_BOTTOM:","0.000000"
">","EXTENTS_WIDTH:","78.303735"
">","EXTENTS_HEIGHT:","78.990395"

"#","[THREAD_NUMBER]","[RED]","[GREEN]","[BLUE]","[DESCRIPTION]","[CATALOG_NUMBER]"
"$","1","0","0","0","(null)","(null)"
"$","2","0","0","0","(null)","(null)"
"$","3","0","0","0","(null)","(null)"
"$","4","0","0","0","(null)","(null)"
"$","5","0","0","0","(null)","(null)"
"$","6","0","0","0","(null)","(null)"
"$","7","0","0","0","(null)","(null)"
"$","8","0","0","0","(null)","(null)"
"$","9","0","0","0","(null)","(null)"
"$","10","0","0","0","(null)","(null)"
"$","11","0","0","0","(null)","(null)"
"$","12","255","0","0","(null)","(null)"
"$","13","91","206","250","(null)","(null)"
"$","14","245","169","184","(null)","(null)"
"$","15","255","255","255","(null)","(null)"
"$","16","245","169","184","(null)","(null)"
"$","17","91","206","250","(null)","(null)"
"$","18","255","0","0","(null)","(null)"

"#","[STITCH_TYPE]","[X]","[Y]"
"*","STITCH","42.7073","-3.4062"
"*","STITCH","41.8798","-4.4682"
"*","STITCH","43.0378","-3.7814"
"*","STITCH","42.2103","-4.8434"
"*","STITCH","43.3683","-4.1566"
"*","STITCH","42.5408","-5.2186"
"*","STITCH","43.6988","-4.5318"
"*","STITCH","42.8713","-5.5938"
"*","STITCH","44.0293","-4.9070"
"*","STITCH","43.2018","-5.9690"
"*","STITCH","44.3597","-5.2822"
"*","STITCH","43.5323","-6.3442"
"*","STITCH","44.6902","-5.6574"
"*","STITCH","43.8627","-6.7194"
"*","STITCH","45.0207","-6.0326"
"*","STITCH","44.1932","-7.0946"
"*","STITCH","45.3512","-6.4078"
"*","STITCH","44.5237","-7.4698"
"*","STITCH","45.6817","-6.7830"
"*","STITCH","44.8542","-7.8451"
"*","STITCH","46.0122","-7.1582"
"*","STITCH","45.1847","-8.2203"
"*","STITCH","46.3427","-7.5334"
"*","STITCH","45.5152","-8.5955"
"*","STITCH","46.6731","-7.9087"
"*","STITCH","45.8457","-8.9707"
"*","STITCH","46.9759","-9.0832"
"*","STITCH","45.7256","-8.5838"
"*","STITCH","46.7074","-9.5050"
"*","STITCH","45.4571","-9.0056"
"*","STITCH","46.4766","-9.8856"
"*","STITCH","45.1894","-9.4908"
"*","STITCH","46.2438","-10.3281"
"*","STITCH","44.9566","-9.9333"
"*","STITCH","46.0109","-10.7706"
"*","STITCH","44.7238","-10.3758"
"*","STITCH","45.7781","-11.2131"
"*","STITCH","44.4910","-10.8183"
"*","STITCH","45.5453","-11.6556"
"*","STITCH","44.2581","-11.2608"
"*","STITCH","45.3755","-12.0341"
"*","STITCH","44.0487","-11.8059"
"*","STITCH","45.2007","-12.5026"
"*","STITCH","43.8739","-12.2743"
"*","STITCH","45.0259","-12.9710"
"*","STITCH","43.6991","-12.7428"
"*","STITCH","44.8511","-13.4395"
"*","STITCH","43.5243","-13.2112"
"*","STITCH","44.6764","-13.9079"
"*","STITCH","43.3495","-13.6797"
"*","STITCH","44.5016","-14.3764"
"*","STITCH","43.1747","-14.1481"
"*","STITCH","44.3268","-14.8448"
"*","STITCH","42.9974","-14.7064"
"*","STITCH","44.2307","-15.2464"
"*","STITCH","42.8854","-15.1937"
"*","STITCH","44.1187","-15.7337"
"*","STITCH","42.7734","-15.6810"
"*","STITCH","44.0067","-16.2210"
"*","STITCH","42.6614","-16.1683"
"*","STITCH","43.9149","-16.6340"
"*","STITCH","42.5726","-16.7372"
"*","STITCH","43.8600","-17.1309"
"*","STITCH","42.5177","-17.2342"
"*","STITCH","43.8051","-17.6279"
"*","STITCH","42.4627","-17.7311"
"*","STITCH","43.7502","-18.1249"
"*","STITCH","42.4078","-18.2281"
"*","STITCH","42.5752","-17.9536"
"*","STITCH","43.8065","-18.4982"
"*","STITCH","42.8588","-17.5419"
"*","STITCH","44.0643","-18.1425"
"*","STITCH","43.2077","-17.1039"
"*","STITCH","44.3843","-17.7583"
"*","STITCH","43.5277","-16.7196"
"*","STITCH","44.7042","-17.3741"
"*","STITCH","43.8476","-16.3354"
"*","STITCH","45.0242","-16.9899"
"*","STITCH","44.1676","-15.9512"
"*","STITCH","45.3043","-16.6818"
"*","STITCH","44.5841","-15.5443"
"*","STITCH","45.6697","-16.3406"
"*","STITCH","44.9495","-15.2031"
"*","STITCH","46.0352","-15.9993"
"*","STITCH","45.3150","-14.8618"
"*","STITCH","46.4006","-15.6581"
"*","STITCH","45.6804","-14.5206"
"*","STITCH","46.7660","-15.3168"
"*","STITCH","46.0458","-14.1793"
"*","STITCH","47.1315","-14.9755"
"*","STITCH","46.4705","-13.7927"
"*","STITCH","47.4597","-14.7060"
"*","STITCH","46.8720","-13.4947"
"*","STITCH","47.8612","-14.4080"
"*","STITCH","47.2734","-13.1967"
"*","STITCH","48.2627","-14.1100"
"*","STITCH","47.6749","-12.8987"
"*","STITCH","48.6172","-13.8474"
"*","STITCH","48.1392","-12.5888"
"*","STITCH","49.0435","-13.5861"
"*","STITCH","48.5655","-12.3275"
"*","STITCH","49.4699","-13.3249"
"*","STITCH","48.9919","-12.0663"
"*","STITCH","49.8962","-13.0637"
"*","STITCH","49.4182","-11.8051"
"*","STITCH","49.4595","-12.8359"
"*","STITCH","50.6139","-12.1431"
"*","STITCH","49.7919","-13.2094"
"*","STITCH","50.9464","-12.5166"
"*","STITCH","50.1244","-13.5829"
"*","STITCH","51.2788","-12.8901"
"*","STITCH","50.4568","-13.9564"
"*","STITCH","51.6112","-13.2636"
"*","STITCH","50.7892","-14.3299"
"*","STITCH","51.9436","-13.6371"
"*","STITCH","51.1216","-14.7033"
"*","STITCH","52.2760","-14.0106"
"*","STITCH","51.4540","-15.0768"
"*","STITCH","52.6084","-14.3841"
"*","STITCH","51.7864","-15.4503"
"*","STITCH","52.9409","-14.7576"
"*","STITCH","52.1189","-15.8238"
"*","STITCH","53.2733","-15.1311"
"*","STITCH","52.4513","-16.1973"
"*","STITCH","53.6057","-15.5046"
"*","STITCH","52.7837","-16.5708"
"*","STITCH","53.9381","-15.8781"
"*","STITCH","53.1161","-16.9443"
"*","STITCH","54.2705","-16.2515"
"*","STITCH","53.4485","-17.3178"
"*","STITCH","54.6029","-16.6250"
"*","STITCH","53.7809","-17.6913"
"*","STITCH","54.3238","-17.9642"
"*","STITCH","53.5855","-16.8384"
"*","STITCH","53.8621","-18.1560"
"*","STITCH","53.0619","-17.0906"
"*","STITCH","53.4996","-18.3638"
"*","STITCH","52.6275","-17.3381"
"*","STITCH","53.0652","-18.6113"
"*","STITCH","52.1930","-17.5857"
"*","STITCH","52.6308","-18.8589"
"*","STITCH","51.7586","-17.8332"
"*","STITCH","52.1963","-19.1064"
"*","STITCH","51.2688","-18.1430"
"*","STITCH","51.8578","-19.3537"
"*","STITCH","50.8676","-18.4415"
"*","STITCH","51.4566","-19.6521"
"*","STITCH","50.4665","-18.7399"
"*","STITCH","51.1089","-19.9112"
"*","STITCH","50.0324","-19.1026"
"*","STITCH","50.7396","-20.2482"
"*","STITCH","49.6631","-19.4396"
"*","STITCH","50.3703","-20.5853"
"*","STITCH","49.2938","-19.7767"
"*","STITCH","50.0009","-20.9224"
"*","STITCH","48.8871","-20.1809"
"*","STITCH","49.7180","-21.2403"
"*","STITCH","48.5578","-20.5572"
"*","STITCH","49.3887","-21.6165"
"*","STITCH","48.2286","-20.9335"
"*","STITCH","49.0595","-21.9928"
"*","STITCH","47.8993","-21.3097"
"*","STITCH","48.7925","-22.3145"
"*","STITCH","47.5573","-21.7789"
"*","STITCH","48.5119","-22.7283"
"*","STITCH","47.2766","-22.1927"
"*","STITCH","48.2312","-23.1421"
"*","STITCH","46.9960","-22.6065"
"*","STITCH","47.9506","-23.5559"
"*","STITCH","46.7154","-23.0203"
"*","STITCH","47.7413","-23.8870"
"*","STITCH","46.4359","-23.5579"
"*","STITCH","47.5312","-24.3407"
"*","STITCH","46.2257","-24.0116"
"*","STITCH","47.3211","-24.7944"
"*","STITCH","46.0156","-24.4652"
"*","STITCH","47.1109","-25.2481"
"*","STITCH","45.8054","-24.9189"
"*","STITCH","46.9321","-25.6350"
"*","STITCH","45.5981","-25.4530"
"*","STITCH","46.7737","-26.1092"
"*","STITCH","45.4397","-25.9273"
"*","STITCH","46.6153","-26.5835"
"*","STITCH","45.2813","-26.4015"
"*","STITCH","46.4569","-27.0577"
"*","STITCH","45.1229","-26.8758"
"*","STITCH","46.2985","-27.5320"
"*","STITCH","44.9645","-27.3500"
"*","STITCH","46.1721","-27.9455"
"*","STITCH","44.8266","-27.8996"
"*","STITCH","46.0626","-28.4334"
"*","STITCH","44.7170","-28.3874"
"*","STITCH","45.9530","-28.9212"
"*","STITCH","44.6074","-28.8753"
"*","STITCH","45.8434","-29.4091"
"*","STITCH","44.4979","-29.3631"
"*","STITCH","45.7339","-29.8969"
"*","STITCH","44.3883","-29.8509"
"*","STITCH","45.6396","-30.3170"
"*","STITCH","44.2967","-30.4122"
"*","STITCH","45.5817","-30.8137"
"*","STITCH","44.2388","-30.9088"
"*","STITCH","45.5238","-31.3103"
"*","STITCH","44.1809","-31.4054"
"*","STITCH","45.4659","-31.8070"
"*","STITCH","44.1230","-31.9021"
"*","STITCH","45.4080","-32.3036"
"*","STITCH","44.0651","-32.3987"
"*","STITCH","45.3501","-32.8002"
"*","STITCH","44.0092","-32.9738"
"*","STITCH","45.3327","-33.2208"
"*","STITCH","44.0103","-33.4738"
"*","STITCH","45.3338","-33.7208"
"*","STITCH","44.0115","-33.9738"
"*","STITCH","45.3350","-34.2208"
"*","STITCH","44.0126","-34.4738"
"*","STITCH","45.3361","-34.7208"
"*","STITCH","44.0138","-34.9738"
"*","STITCH","45.3373","-35.2208"
"*","STITCH","44.0149","-35.4738"
"*","STITCH","45.3354","-35.6273"
"*","STITCH","44.0619","-36.0642"
"*","STITCH","45.4070","-36.1222"
"*","STITCH","44.1335","-36.5590"
"*","STITCH","45.4786","-36.6170"
"*","STITCH","44.2051","-37.0539"
"*","STITCH","45.5502","-37.1119"
"*","STITCH","44.2767","-37.5487"
"*","STITCH","45.6218","-37.6067"
"*","STITCH","44.3483","-38.0436"
"*","STITCH","45.6934","-38.1015"
"*","STITCH","44.4475","-38.6498"
"*","STITCH","45.7823","-38.4744"
"*","STITCH","44.6035","-39.1249"
"*","STITCH","45.9384","-38.9495"
"*","STITCH","44.7596","-39.5999"
"*","STITCH","46.0944","-39.4245"
"*","STITCH","44.9156","-40.0749"
"*","STITCH","46.2505","-39.8995"
"*","STITCH","45.0717","-40.5499"
"*","STITCH","46.4066","-40.3745"
"*","STITCH","45.2278","-41.0249"
"*","STITCH","46.5265","-40.7542"
"*","STITCH","45.4616","-41.5780"
"*","STITCH","46.7537","-41.1996"
"*","STITCH","45.6888","-42.0234"
"*","STITCH","46.9808","-41.6450"
"*","STITCH","45.9160","-42.4688"
"*","STITCH","47.1852","-42.0153"
"*","STITCH","46.2223","-42.9563"
"*","STITCH","47.4622","-42.4316"
"*","STITCH","46.4993","-43.3726"
"*","STITCH","47.7392","-42.8478"
"*","STITCH","46.8467","-43.8686"
"*","STITCH","47.9866","-43.1522"
"*","STITCH","47.1867","-44.2352"
"*","STITCH","48.3266","-43.5188"
"*","STITCH","47.5267","-44.6017"
"*","STITCH","48.6667","-43.8854"
"*","STITCH","47.9740","-45.0202"
"*","STITCH","48.9736","-44.1183"
"*","STITCH","48.3720","-45.3228"
"*","STITCH","49.3717","-44.4209"
"*","STITCH","48.7701","-45.6254"
"*","STITCH","49.6637","-44.6494"
"*","STITCH","49.3076","-45.9478"
"*","STITCH","50.1129","-44.8689"
"*","STITCH","49.7568","-46.1673"
"*","STITCH","50.5622","-45.0884"
"*","STITCH","50.2061","-46.3868"
"*","STITCH","51.0114","-45.3079"
"*","STITCH","50.8172","-46.6430"
"*","STITCH","51.3303","-45.3982"
"*","STITCH","51.3069","-46.7444"
"*","STITCH","51.8199","-45.4996"
"*","STITCH","51.7965","-46.8458"
"*","STITCH","52.3095","-45.6010"
"*","STITCH","52.2861","-46.9472"
"*","STITCH","52.7992","-45.7024"
"*","STITCH","52.9160","-47.0462"
"*","STITCH","53.1568","-45.7216"
"*","STITCH","53.4160","-47.0428"
"*","STITCH","53.6568","-45.7182"
"*","STITCH","53.9160","-47.0393"
"*","STITCH","54.0575","-45.6931"
"*","STITCH","54.5076","-46.9620"
"*","STITCH","54.5516","-45.6163"
"*","STITCH","55.0016","-46.8852"
"*","STITCH","55.0457","-45.5396"
"*","STITCH","55.5810","-46.7576"
"*","STITCH","55.4328","-45.4195"
"*","STITCH","56.0591","-46.6112"
"*","STITCH","55.9109","-45.2731"
"*","STITCH","56.5372","-46.4649"
"*","STITCH","56.3024","-45.1476"
"*","STITCH","57.0819","-46.2452"
"*","STITCH","56.7567","-44.9388"
"*","STITCH","57.5363","-46.0365"
"*","STITCH","57.2110","-44.7300"
"*","STITCH","57.9906","-45.8277"
"*","STITCH","57.5930","-44.5556"
"*","STITCH","58.4994","-45.5511"
"*","STITCH","58.0188","-44.2935"
"*","STITCH","58.9252","-45.2891"
"*","STITCH","58.4446","-44.0314"
"*","STITCH","59.3510","-45.0270"
"*","STITCH","58.8704","-43.7693"
"*","STITCH","59.8340","-44.7232"
"*","STITCH","59.2218","-43.5241"
"*","STITCH","60.2294","-44.4171"
"*","STITCH","59.6172","-43.2180"
"*","STITCH","60.6247","-44.1110"
"*","STITCH","60.0126","-42.9119"
"*","STITCH","61.0201","-43.8049"
"*","STITCH","60.4079","-42.6058"
"*","STITCH","61.4794","-43.4422"
"*","STITCH","60.7178","-42.3320"
"*","STITCH","61.8321","-43.0878"
"*","STITCH","61.0705","-41.9775"
"*","STITCH","62.2213","-42.6829"
"*","STITCH","61.3592","-41.6488"
"*","STITCH","62.5392","-42.2970"
"*","STITCH","61.6771","-41.2629"
"*","STITCH","62.8572","-41.9111"
"*","STITCH","61.9951","-40.8770"
"*","STITCH","63.1751","-41.5252"
"*","STITCH","62.3130","-40.4910"
"*","STITCH","63.4930","-41.1392"
"*","STITCH","62.6309","-40.1051"
"*","STITCH","63.8407","-40.6999"
"*","STITCH","62.8875","-39.7490"
"*","STITCH","64.1219","-40.2865"
"*","STITCH","63.1688","-39.3356"
"*","STITCH","64.4032","-39.8731"
"*","STITCH","63.4500","-38.9222"
"*","STITCH","64.6844","-39.4597"
"*","STITCH","63.6950","-38.5456"
"*","STITCH","64.9668","-38.9875"
"*","STITCH","63.9439","-38.1120"
"*","STITCH","65.2157","-38.5539"
"*","STITCH","64.1929","-37.6784"
"*","STITCH","65.4647","-38.1203"
"*","STITCH","64.4418","-37.2448"
"*","STITCH","65.7136","-37.6866"
"*","STITCH","64.6479","-36.8538"
"*","STITCH","65.9533","-37.1834"
"*","STITCH","64.8582","-36.4001"
"*","STITCH","66.1636","-36.7298"
"*","STITCH","65.0685","-35.9465"
"*","STITCH","66.3739","-36.2762"
"*","STITCH","65.2788","-35.4929"
"*","STITCH","66.5842","-35.8225"
"*","STITCH","65.4584","-35.0972"
"*","STITCH","66.7899","-35.2967"
"*","STITCH","65.6230","-34.6251"
"*","STITCH","66.9545","-34.8246"
"*","STITCH","65.7876","-34.1530"
"*","STITCH","67.1191","-34.3524"
"*","STITCH","65.9522","-33.6808"
"*","STITCH","67.2837","-33.8803"
"*","STITCH","66.1168","-33.2087"
"*","STITCH","67.4483","-33.4082"
"*","STITCH","66.2361","-32.7995"
"*","STITCH","67.5814","-32.8511"
"*","STITCH","66.3477","-32.3121"
"*","STITCH","67.6930","-32.3637"
"*","STITCH","66.4593","-31.8247"
"*","STITCH","67.8047","-31.8763"
"*","STITCH","66.5709","-31.3373"
"*","STITCH","67.9163","-31.3889"
"*","STITCH","66.6825","-30.8499"
"*","STITCH","68.0279","-30.9015"
"*","STITCH","66.7536","-30.4370"
"*","STITCH","68.0953","-30.3256"
"*","STITCH","66.8055","-29.9397"
"*","STITCH","68.1472","-29.8283"
"*","STITCH","66.8574","-29.4424"
"*","STITCH","68.1991","-29.3310"
"*","STITCH","66.9092","-28.9451"
"*","STITCH","68.2510","-28.8337"
"*","STITCH","66.9611","-28.4478"
"*","STITCH","68.3028","-28.3364"
"*","STITCH","67.0047","-28.0359"
"*","STITCH","68.3208","-27.7521"
"*","STITCH","66.9919","-27.5360"
"*","STITCH","68.3080","-27.2522"
"*","STITCH","66.9791","-27.0362"
"*","STITCH","68.2952","-26.7524"
"*","STITCH","66.9663","-26.5364"
"*","STITCH","68.2824","-26.2525"
"*","STITCH","66.9535","-26.0365"
"*","STITCH","68.2696","-25.7527"
"*","STITCH","66.9407","-25.5367"
"*","STITCH","68.2567","-25.2529"
"*","STITCH","66.9174","-25.1269"
"*","STITCH","68.1837","-24.6695"
"*","STITCH","66.8378","-24.6333"
"*","STITCH","68.1041","-24.1759"
"*","STITCH","66.7582","-24.1397"
"*","STITCH","68.0245","-23.6823"
"*","STITCH","66.6786","-23.6461"
"*","STITCH","67.9449","-23.1887"
"*","STITCH","66.5991","-23.1524"
"*","STITCH","67.8653","-22.6950"
"*","STITCH","66.5195","-22.6588"
"*","STITCH","67.7857","-22.2014"
"*","STITCH","66.4399","-22.1652"
"*","STITCH","67.6544","-21.6287"
"*","STITCH","66.3158","-21.7729"
"*","STITCH","67.5095","-21.1502"
"*","STITCH","66.1709","-21.2943"
"*","STITCH","67.3645","-20.6716"
"*","STITCH","66.0259","-20.8158"
"*","STITCH","67.2196","-20.1931"
"*","STITCH","65.8810","-20.3373"
"*","STITCH","67.0747","-19.7146"
"*","STITCH","65.7361","-19.8587"
"*","STITCH","66.9298","-19.2360"
"*","STITCH","65.5912","-19.3802"
"*","STITCH","66.7848","-18.7575"
"*","STITCH","65.4713","-18.9837"
"*","STITCH","66.5745","-18.2121"
"*","STITCH","65.2657","-18.5279"
"*","STITCH","66.3690","-17.7562"
"*","STITCH","65.0602","-18.0721"
"*","STITCH","66.1635","-17.3004"
"*","STITCH","64.8547","-17.6163"
"*","STITCH","65.9580","-16.8446"
"*","STITCH","64.6492","-17.1605"
"*","STITCH","65.7525","-16.3888"
"*","STITCH","64.4437","-16.7046"
"*","STITCH","65.5469","-15.9330"
"*","STITCH","64.2382","-16.2488"
"*","STITCH","65.3414","-15.4772"
"*","STITCH","64.0327","-15.7930"
"*","STITCH","65.1359","-15.0214"
"*","STITCH","63.8414","-15.4201"
"*","STITCH","64.8434","-14.5209"
"*","STITCH","63.5824","-14.9925"
"*","STITCH","64.5844","-14.0932"
"*","STITCH","63.3233","-14.5648"
"*","STITCH","64.3253","-13.6656"
"*","STITCH","63.0643","-14.1372"
"*","STITCH","64.0663","-13.2379"
"*","STITCH","62.8052","-13.7095"
"*","STITCH","63.8072","-12.8103"
"*","STITCH","62.5462","-13.2818"
"*","STITCH","63.5482","-12.3826"
"*","STITCH","62.2871","-12.8542"
"*","STITCH","63.2891","-11.9549"
"*","STITCH","62.0281","-12.4265"
"*","STITCH","63.0300","-11.5273"
"*","STITCH","61.7690","-11.9989"
"*","STITCH","62.7132","-11.0508"
"*","STITCH","61.5117","-11.6583"
"*","STITCH","62.4087","-10.6542"
"*","STITCH","61.2072","-11.2617"
"*","STITCH","62.1042","-10.2577"
"*","STITCH","60.9027","-10.8652"
"*","STITCH","61.7996","-9.8611"
"*","STITCH","60.5981","-10.4686"
"*","STITCH","61.4951","-9.4646"
"*","STITCH","60.2936","-10.0721"
"*","STITCH","61.1905","-9.0680"
"*","STITCH","59.9891","-9.6755"
"*","STITCH","60.8860","-8.6715"
"*","STITCH","59.6845","-9.2790"
"*","STITCH","60.5815","-8.2749"
"*","STITCH","59.3800","-8.8824"
"*","STITCH","60.2769","-7.8784"
"*","STITCH","59.0754","-8.4858"
"*","STITCH","59.9724","-7.4818"
"*","STITCH","58.8055","-8.1471"
"*","STITCH","59.5972","-7.0581"
"*","STITCH","58.3479","-7.3446"
"*","STITCH","59.0131","-7.9382"
"*","STITCH","59.6142","-6.7335"
"*","STITCH","59.2452","-8.0329"
"*","STITCH","60.2388","-7.1245"
"*","STITCH","59.6452","-8.3329"
"*","STITCH","60.6388","-7.4244"
"*","STITCH","60.0453","-8.6328"
"*","STITCH","61.0389","-7.7244"
"*","STITCH","60.4453","-8.9328"
"*","STITCH","61.4389","-8.0243"
"*","STITCH","60.8453","-9.2327"
"*","STITCH","61.8390","-8.3243"
"*","STITCH","61.2454","-9.5327"
"*","STITCH","62.2390","-8.6242"
"*","STITCH","61.6454","-9.8326"
"*","STITCH","62.6390","-8.9242"
"*","STITCH","62.0455","-10.1326"
"*","STITCH","63.0594","-9.2547"
"*","STITCH","62.4028","-10.4301"
"*","STITCH","63.4431","-9.5754"
"*","STITCH","62.7865","-10.7507"
"*","STITCH","63.8267","-9.8960"
"*","STITCH","63.1701","-11.0714"
"*","STITCH","64.2103","-10.2167"
"*","STITCH","63.5538","-11.3921"
"*","STITCH","64.5940","-10.5373"
"*","STITCH","63.9374","-11.7127"
"*","STITCH","64.9776","-10.8580"
"*","STITCH","64.3210","-12.0334"
"*","STITCH","65.3613","-11.1787"
"*","STITCH","64.7047","-12.3540"
"*","STITCH","65.7449","-11.4993"
"*","STITCH","65.0441","-12.6383"
"*","STITCH","66.1543","-11.8766"
"*","STITCH","65.3986","-12.9909"
"*","STITCH","66.5088","-12.2292"
"*","STITCH","65.7531","-13.3435"
"*","STITCH","66.8633","-12.5818"
"*","STITCH","66.1076","-13.6961"
"*","STITCH","67.2178","-12.9344"
"*","STITCH","66.4621","-14.0487"
"*","STITCH","67.5723","-13.2870"
"*","STITCH","66.8166","-14.4013"
"*","STITCH","67.9268","-13.6396"
"*","STITCH","67.1711","-14.7539"
"*","STITCH","68.2813","-13.9922"
"*","STITCH","67.5256","-15.1065"
"*","STITCH","68.6358","-14.3448"
"*","STITCH","67.8801","-15.4591"
"*","STITCH","69.0278","-14.7657"
"*","STITCH","68.1495","-15.7861"
"*","STITCH","69.3396","-15.1566"
"*","STITCH","68.4613","-16.1770"
"*","STITCH","69.6514","-15.5475"
"*","STITCH","68.7731","-16.5678"
"*","STITCH","69.9632","-15.9383"
"*","STITCH","69.0849","-16.9587"
"*","STITCH","70.2750","-16.3292"
"*","STITCH","69.3967","-17.3496"
"*","STITCH","70.5868","-16.7201"
"*","STITCH","69.7085","-17.7405"
"*","STITCH","70.8986","-17.1110"
"*","STITCH","70.0202","-18.1314"
"*","STITCH","71.2103","-17.5019"
"*","STITCH","70.3320","-18.5222"
"*","STITCH","71.5221","-17.8928"
"*","STITCH","70.6027","-18.8620"
"*","STITCH","71.8492","-18.3534"
"*","STITCH","70.8742","-19.2818"
"*","STITCH","72.1208","-18.7732"
"*","STITCH","71.1458","-19.7016"
"*","STITCH","72.3924","-19.1930"
"*","STITCH","71.4174","-20.1215"
"*","STITCH","72.6640","-19.6128"
"*","STITCH","71.6890","-20.5413"
"*","STITCH","72.9355","-20.0326"
"*","STITCH","71.9219","-20.9293"
"*","STITCH","73.2015","-20.5107"
"*","STITCH","72.1629","-21.3674"
"*","STITCH","73.4425","-20.9488"
"*","STITCH","72.4039","-21.8055"
"*","STITCH","73.6835","-21.3868"
"*","STITCH","72.6449","-22.2436"
"*","STITCH","73.9245","-21.8249"
"*","STITCH","72.8859","-22.6816"
"*","STITCH","74.1811","-22.3093"
"*","STITCH","73.0827","-23.0878"
"*","STITCH","74.3895","-22.7638"
"*","STITCH","73.2910","-23.5424"
"*","STITCH","74.5978","-23.2183"
"*","STITCH","73.4994","-23.9969"
"*","STITCH","74.8062","-23.6729"
"*","STITCH","73.7078","-24.4514"
"*","STITCH","75.0145","-24.1274"
"*","STITCH","73.9161","-24.9059"
"*","STITCH","75.2354","-24.6294"
"*","STITCH","74.0828","-25.3251"
"*","STITCH","75.4098","-25.0980"
"*","STITCH","74.2572","-25.7937"
"*","STITCH","75.5842","-25.5666"
"*","STITCH","74.4315","-26.2623"
"*","STITCH","75.7586","-26.0352"
"*","STITCH","74.6059","-26.7309"
"*","STITCH","75.9330","-26.5038"
"*","STITCH","74.7803","-27.1995"
"*","STITCH","76.1073","-26.9724"
"*","STITCH","74.9256","-27.6271"
"*","STITCH","76.2657","-27.4969"
"*","STITCH","75.0655","-28.1071"
"*","STITCH","76.4056","-27.9770"
"*","STITCH","75.2054","-28.5872"
"*","STITCH","76.5455","-28.4570"
"*","STITCH","75.3454","-29.0672"
"*","STITCH","76.6854","-28.9370"
"*","STITCH","75.4853","-29.5472"
"*","STITCH","76.8253","-29.4170"
"*","STITCH","75.6252","-30.0272"
"*","STITCH","76.9657","-29.9451"
"*","STITCH","75.7255","-30.4692"
"*","STITCH","77.0714","-30.4338"
"*","STITCH","75.8312","-30.9579"
"*","STITCH","77.1771","-30.9225"
"*","STITCH","75.9370","-31.4465"
"*","STITCH","77.2828","-31.4112"
"*","STITCH","76.0427","-31.9352"
"*","STITCH","77.3886","-31.8999"
"*","STITCH","76.1484","-32.4239"
"*","STITCH","77.4943","-32.3886"
"*","STITCH","76.2542","-32.9126"
"*","STITCH","77.5952","-32.9235"
"*","STITCH","76.3226","-33.3627"
"*","STITCH","77.6678","-33.4182"
"*","STITCH","76.3951","-33.8574"
"*","STITCH","77.7403","-33.9129"
"*","STITCH","76.4676","-34.3521"
"*","STITCH","77.8128","-34.4076"
"*","STITCH","76.5401","-34.8469"
"*","STITCH","77.8853","-34.9023"
"*","STITCH","76.6127","-35.3416"
"*","STITCH","77.9578","-35.3970"
"*","STITCH","76.6852","-35.8363"
"*","STITCH","78.0338","-35.9338"
"*","STITCH","76.7358","-36.2910"
"*","STITCH","78.0747","-36.4322"
"*","STITCH","76.7766","-36.7894"
"*","STITCH","78.1155","-36.9305"
"*","STITCH","76.8174","-37.2877"
"*","STITCH","78.1563","-37.4288"
"*","STITCH","76.8583","-37.7860"
"*","STITCH","78.1972","-37.9272"
"*","STITCH","76.8991","-38.2843"
"*","STITCH","78.2380","-38.4255"
"*","STITCH","76.9399","-38.7827"
"*","STITCH","78.2788","-38.9238"
"*","STITCH","76.9807","-39.2810"
"*","STITCH","78.3037","-39.5148"
"*","STITCH","76.9685","-39.6875"
"*","STITCH","78.2747","-40.0140"
"*","STITCH","76.9395","-40.1866"
"*","STITCH","78.2456","-40.5131"
"*","STITCH","76.9104","-40.6858"
"*","STITCH","78.2165","-41.0123"
"*","STITCH","76.8813","-41.1850"
"*","STITCH","78.1875","-41.5114"
"*","STITCH","76.8523","-41.6841"
"*","STITCH","78.1584","-42.0106"
"*","STITCH","76.8232","-42.1833"
"*","STITCH","78.1294","-42.5097"
